record_id,problem_a,problem_b,category_a,category_b,description_a,description_b,location,distance_km,time_difference_hours,severity_a,severity_b,nearby_frequency,text_similarity,relationship,dependency_strength,dependency_label
NEG_1448,Traffic Congestion,Water Leakage,Traffic,Water,traffic flow is disrupted,water pipe is leaking,Kodambakkam,4.29,68.8,CRITICAL,CRITICAL,3,0.289,NO_DEPENDENCY,0.23,0
NEG_0911,Road Blockage,Safety Risk,Road,Safety,road passage is blocked,area has become unsafe,Porur,0.65,69.9,LOW,CRITICAL,7,0.273,NO_DEPENDENCY,0.299,0
NEG_0018,Road Blockage,Pothole / Road Damage,Road,Road,road passage is blocked,road surface is badly damaged,Guindy,1.58,77.8,LOW,LOW,8,0.254,NO_DEPENDENCY,0.278,0
NEG_1498,Road Blockage,Sewer Overflow,Road,Drainage,road is partially blocked,dirty wastewater is spreading,T Nagar,7.51,32.3,HIGH,MEDIUM,6,0.138,NO_DEPENDENCY,0.182,0
NEG_0774,Pothole / Road Damage,Illegal Dumping,Road,Waste,large pothole on the road,garbage dumped beside road,Nungambakkam,7.3,23.5,MEDIUM,MEDIUM,15,0.02,NO_DEPENDENCY,0.202,0
POS_1390,Blocked Drain,Waterlogging,Drainage,Flooding,rainwater drain is not flowing,road is flooded,Tambaram,0.18,31.1,CRITICAL,MEDIUM,12,0.673,CAUSES,0.847,1
POS_1267,Road Blockage,Traffic Congestion,Road,Traffic,vehicle movement is obstructed,vehicles are queued,Nungambakkam,3.86,38.9,CRITICAL,HIGH,16,0.45,CAUSES,0.673,1
NEG_0967,Road Blockage,Safety Risk,Road,Safety,road passage is blocked,safety risk reported,Velachery,6.07,38.4,MEDIUM,CRITICAL,13,0.072,NO_DEPENDENCY,0.214,0
NEG_0212,Road Blockage,Public Health Risk,Road,Health,road passage is blocked,health risk reported,Kodambakkam,6.09,47.5,MEDIUM,HIGH,2,0.412,NO_DEPENDENCY,0.253,0
POS_0772,Water Leakage,Stagnant Water,Water,Public Health,water pipe is leaking,water is collecting,Adyar,4.03,33.9,LOW,LOW,18,0.854,CAUSES,0.667,1
NEG_1303,Stagnant Water,Street Light Failure,Public Health,Lighting,standing water is not clearing,roadside light has failed,Ambattur,1.13,60.6,MEDIUM,MEDIUM,1,0.087,NO_DEPENDENCY,0.214,0
NEG_0308,Street Light Failure,Garbage Accumulation,Lighting,Waste,dark street due to light failure,garbage has accumulated,T Nagar,1.47,55.3,LOW,CRITICAL,6,0.365,NO_DEPENDENCY,0.321,0
NEG_1186,Stagnant Water,Traffic Congestion,Public Health,Traffic,pool of water has remained,traffic is moving slowly,Tambaram,5.11,80.8,MEDIUM,CRITICAL,5,0.11,NO_DEPENDENCY,0.164,0
POS_1086,Pothole / Road Damage,Traffic Congestion,Road,Traffic,damaged road section,traffic flow is disrupted,Anna Nagar,1.29,18.7,LOW,HIGH,3,0.888,CONTRIBUTES_TO,0.714,1
NEG_0758,Sewer Overflow,Waterlogging,Drainage,Flooding,sewer water is overflowing,road is flooded,Perambur,4.49,60.9,CRITICAL,CRITICAL,7,0.129,NO_DEPENDENCY,0.206,0
NEG_0033,Illegal Dumping,Stagnant Water,Waste,Public Health,unauthorized dumping reported,stagnant water remains,Mylapore,4.92,2.1,HIGH,MEDIUM,6,0.069,NO_DEPENDENCY,0.225,0
POS_1326,Illegal Dumping,Waterlogging,Waste,Flooding,unauthorized dumping reported,water has accumulated on the road,T Nagar,4.28,42.9,MEDIUM,CRITICAL,3,0.828,CONTRIBUTES_TO,0.559,1
NEG_0620,Safety Risk,Emergency Response Delay,Safety,Emergency,risk to pedestrians and vehicles,emergency vehicles cannot move quickly,Anna Nagar,7.34,57.7,CRITICAL,CRITICAL,0,0.126,NO_DEPENDENCY,0.13,0
NEG_0313,Illegal Dumping,Traffic Congestion,Waste,Traffic,unauthorized dumping reported,traffic is moving slowly,T Nagar,6.33,64.6,HIGH,HIGH,10,0.415,NO_DEPENDENCY,0.276,0
NEG_0215,Road Blockage,Pothole / Road Damage,Road,Road,vehicle movement is obstructed,road surface is badly damaged,T Nagar,2.85,26.6,LOW,LOW,1,0.155,NO_DEPENDENCY,0.237,0
NEG_0535,Waterlogging,Street Light Failure,Flooding,Lighting,standing rainwater on the street,street light is not working,Porur,6.04,85.2,HIGH,LOW,4,0.346,NO_DEPENDENCY,0.212,0
NEG_0924,Traffic Congestion,Safety Risk,Traffic,Safety,vehicles are queued,risk to pedestrians and vehicles,Nungambakkam,7.59,38.4,LOW,MEDIUM,6,0.228,NO_DEPENDENCY,0.203,0
NEG_0935,Poor Road Visibility,Garbage Accumulation,Safety,Waste,dark road section,waste has built up,Anna Nagar,6.67,50.7,CRITICAL,CRITICAL,0,0.123,NO_DEPENDENCY,0.145,0
NEG_0182,Street Light Failure,Emergency Response Delay,Lighting,Emergency,streetlights are off,emergency access is difficult,Adyar,6.15,10.5,LOW,LOW,1,0.09,NO_DEPENDENCY,0.181,0
NEG_0728,Stagnant Water,Road Blockage,Public Health,Road,pool of water has remained,road passage is blocked,Thiruvanmiyur,4.53,12.3,LOW,HIGH,8,0.176,NO_DEPENDENCY,0.265,0
POS_1164,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,traffic is moving slowly,response time is increasing,Perambur,3.72,24.3,MEDIUM,CRITICAL,3,0.836,CAUSES,0.668,1
POS_0964,Stagnant Water,Public Health Risk,Public Health,Health,standing water is not clearing,possible health hazard,Guindy,3.92,2.3,LOW,LOW,15,0.535,CAUSES,0.654,1
NEG_1403,Sewer Overflow,Illegal Dumping,Drainage,Waste,dirty wastewater is spreading,waste is being dumped illegally,Perambur,7.58,71.8,MEDIUM,LOW,3,0.173,NO_DEPENDENCY,0.143,0
NEG_0163,Waterlogging,Street Light Failure,Flooding,Lighting,standing rainwater on the street,streetlights are off,Mylapore,6.74,72.6,MEDIUM,LOW,1,0.449,NO_DEPENDENCY,0.228,0
POS_0399,Illegal Dumping,Waterlogging,Waste,Flooding,waste is being dumped illegally,water has accumulated on the road,Nungambakkam,2.85,21.1,LOW,LOW,4,0.459,CONTRIBUTES_TO,0.528,1
POS_0585,Sewer Overflow,Stagnant Water,Drainage,Public Health,dirty wastewater is spreading,stagnant water remains,Pallavaram,2.9,44.8,MEDIUM,HIGH,9,0.802,CAUSES,0.696,1
POS_0949,Stagnant Water,Public Health Risk,Public Health,Health,pool of water has remained,health risk reported,Perambur,3.23,25.5,LOW,MEDIUM,8,0.862,CAUSES,0.687,1
POS_0705,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,traffic flow is disrupted,emergency movement is delayed,Thiruvanmiyur,0.86,22.8,CRITICAL,LOW,15,0.537,CAUSES,0.762,1
POS_0432,Illegal Dumping,Waterlogging,Waste,Flooding,waste is being dumped illegally,road is flooded,Kodambakkam,4.17,21.2,HIGH,LOW,8,0.484,CONTRIBUTES_TO,0.56,1
POS_0293,Illegal Dumping,Blocked Drain,Waste,Drainage,open dumping observed,stormwater drain is blocked,Nungambakkam,0.36,22.6,HIGH,LOW,10,0.6,CONTRIBUTES_TO,0.734,1
POS_0146,Illegal Dumping,Waterlogging,Waste,Flooding,open dumping observed,heavy waterlogging reported,Nungambakkam,2.77,36.2,MEDIUM,HIGH,8,0.865,CONTRIBUTES_TO,0.625,1
POS_0324,Waterlogging,Road Blockage,Flooding,Road,standing rainwater on the street,vehicle movement is obstructed,Adyar,1.52,46.8,HIGH,HIGH,18,0.667,CAUSES,0.752,1
NEG_0609,Traffic Congestion,Illegal Dumping,Traffic,Waste,vehicles are queued,unauthorized dumping reported,T Nagar,4.49,3.9,MEDIUM,MEDIUM,15,0.057,NO_DEPENDENCY,0.272,0
POS_1166,Illegal Dumping,Waterlogging,Waste,Flooding,waste is being dumped illegally,heavy waterlogging reported,Velachery,2.58,33.6,LOW,LOW,15,0.75,CONTRIBUTES_TO,0.603,1
POS_1453,Illegal Dumping,Waterlogging,Waste,Flooding,garbage dumped beside road,water has accumulated on the road,Royapettah,4.21,26.7,CRITICAL,MEDIUM,17,0.885,CONTRIBUTES_TO,0.679,1
POS_0003,Poor Road Visibility,Safety Risk,Safety,Safety,visibility on road is poor,area has become unsafe,Kodambakkam,3.64,33.7,MEDIUM,HIGH,5,0.63,CONTRIBUTES_TO,0.597,1
POS_0577,Pothole / Road Damage,Traffic Congestion,Road,Traffic,multiple potholes reported,severe congestion reported,Sholinganallur,3.62,12.6,MEDIUM,MEDIUM,15,0.76,CONTRIBUTES_TO,0.694,1
NEG_1158,Air Pollution,Emergency Response Delay,Environment,Emergency,air quality is affected,emergency access is difficult,Nungambakkam,2.84,9.5,MEDIUM,LOW,4,0.424,NO_DEPENDENCY,0.347,0
POS_0340,Sewer Overflow,Stagnant Water,Drainage,Public Health,dirty wastewater is spreading,pool of water has remained,Nungambakkam,4.16,32.9,CRITICAL,MEDIUM,16,0.578,CAUSES,0.704,1
NEG_1040,Sewer Overflow,Blocked Drain,Drainage,Drainage,sewer water is overflowing,drain is clogged,Tambaram,4.31,60.2,MEDIUM,MEDIUM,5,0.139,NO_DEPENDENCY,0.202,0
NEG_1436,Water Leakage,Illegal Dumping,Water,Waste,damaged water supply line,garbage dumped beside road,Ambattur,3.63,40.5,HIGH,LOW,13,0.314,NO_DEPENDENCY,0.321,0
POS_0926,Stagnant Water,Public Health Risk,Public Health,Health,standing water is not clearing,disease risk is increasing,Kodambakkam,0.32,46.7,CRITICAL,LOW,13,0.551,CAUSES,0.756,1
POS_0266,Garbage Accumulation,Air Pollution,Waste,Environment,garbage has accumulated,local air pollution observed,Ambattur,3.21,30.6,MEDIUM,MEDIUM,5,0.538,CONTRIBUTES_TO,0.577,1
POS_0377,Waterlogging,Road Blockage,Flooding,Road,water has accumulated on the road,vehicle movement is obstructed,Pallavaram,3.43,11.0,HIGH,LOW,10,0.631,CAUSES,0.727,1
NEG_0523,Pothole / Road Damage,Garbage Accumulation,Road,Waste,damaged road section,large pile of waste reported,Guindy,3.73,2.4,CRITICAL,HIGH,13,0.189,NO_DEPENDENCY,0.314,0
POS_1464,Illegal Dumping,Blocked Drain,Waste,Drainage,unauthorized dumping reported,stormwater drain is blocked,Thiruvanmiyur,1.27,34.5,CRITICAL,LOW,13,0.926,CONTRIBUTES_TO,0.792,1
POS_0272,Blocked Drain,Waterlogging,Drainage,Flooding,rainwater drain is not flowing,water has accumulated on the road,Royapettah,0.49,37.7,MEDIUM,CRITICAL,4,0.694,CAUSES,0.764,1
POS_0697,Garbage Accumulation,Air Pollution,Waste,Environment,uncollected garbage is present,local air pollution observed,Mylapore,1.31,32.7,MEDIUM,LOW,14,0.672,CONTRIBUTES_TO,0.671,1
NEG_1474,Waterlogging,Street Light Failure,Flooding,Lighting,standing rainwater on the street,roadside light has failed,Royapettah,6.66,13.5,MEDIUM,MEDIUM,7,0.244,NO_DEPENDENCY,0.247,0
POS_0245,Garbage Accumulation,Public Health Risk,Waste,Health,garbage has accumulated,disease risk is increasing,Perambur,1.72,39.3,MEDIUM,MEDIUM,4,0.658,CAUSES,0.672,1
NEG_1314,Blocked Drain,Safety Risk,Drainage,Safety,drain is clogged,safety risk reported,Ambattur,5.83,91.9,LOW,LOW,5,0.312,NO_DEPENDENCY,0.205,0
POS_0477,Illegal Dumping,Waterlogging,Waste,Flooding,waste is being dumped illegally,road is flooded,Nungambakkam,1.09,47.1,CRITICAL,MEDIUM,12,0.868,CONTRIBUTES_TO,0.713,1
NEG_1286,Emergency Response Delay,Road Blockage,Emergency,Road,emergency vehicles cannot move quickly,road passage is blocked,Sholinganallur,4.95,85.9,HIGH,HIGH,10,0.178,NO_DEPENDENCY,0.208,0
NEG_1344,Emergency Response Delay,Stagnant Water,Emergency,Public Health,response time is increasing,pool of water has remained,Porur,6.9,26.9,MEDIUM,LOW,15,0.169,NO_DEPENDENCY,0.25,0
NEG_0799,Traffic Congestion,Garbage Accumulation,Traffic,Waste,severe congestion reported,garbage has accumulated,Pallavaram,7.2,50.4,LOW,LOW,14,0.105,NO_DEPENDENCY,0.202,0
NEG_0949,Poor Road Visibility,Blocked Drain,Safety,Drainage,visibility on road is poor,stormwater drain is blocked,Royapettah,4.21,51.4,CRITICAL,MEDIUM,14,0.24,NO_DEPENDENCY,0.286,0
NEG_1284,Safety Risk,Public Health Risk,Safety,Health,risk to pedestrians and vehicles,sanitation may affect public health,Anna Nagar,5.69,53.9,MEDIUM,LOW,1,0.096,NO_DEPENDENCY,0.154,0
NEG_1454,Air Pollution,Waterlogging,Environment,Flooding,local air pollution observed,water has accumulated on the road,Anna Nagar,6.99,79.9,MEDIUM,MEDIUM,13,0.268,NO_DEPENDENCY,0.224,0
NEG_1483,Street Light Failure,Water Leakage,Lighting,Water,roadside light has failed,water pipe is leaking,Adyar,7.97,36.8,CRITICAL,LOW,10,0.052,NO_DEPENDENCY,0.165,0
NEG_0660,Stagnant Water,Poor Road Visibility,Public Health,Safety,stagnant water remains,low visibility reported,Nungambakkam,3.36,3.2,MEDIUM,MEDIUM,15,0.233,NO_DEPENDENCY,0.342,0
POS_0251,Poor Road Visibility,Safety Risk,Safety,Safety,dark road section,risk to pedestrians and vehicles,Velachery,3.07,33.3,CRITICAL,LOW,1,0.53,CONTRIBUTES_TO,0.631,1
POS_0414,Blocked Drain,Waterlogging,Drainage,Flooding,drain is clogged,road is flooded,Kodambakkam,4.41,15.9,HIGH,HIGH,17,0.823,CAUSES,0.78,1
POS_0546,Blocked Drain,Waterlogging,Drainage,Flooding,blocked drainage outlet,heavy waterlogging reported,Porur,4.31,27.1,HIGH,HIGH,18,0.504,CAUSES,0.705,1
POS_1194,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,vehicles are queued,response time is increasing,Thiruvanmiyur,0.83,25.9,CRITICAL,CRITICAL,5,0.517,CAUSES,0.729,1
POS_0739,Street Light Failure,Poor Road Visibility,Lighting,Safety,dark street due to light failure,visibility on road is poor,Kodambakkam,3.64,45.3,CRITICAL,MEDIUM,11,0.495,CAUSES,0.659,1
POS_0311,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,vehicles are queued,emergency vehicles cannot move quickly,Tambaram,2.97,13.2,MEDIUM,CRITICAL,2,0.883,CAUSES,0.709,1
NEG_0480,Waterlogging,Sewer Overflow,Flooding,Drainage,heavy waterlogging reported,sewer line has overflowed,Nungambakkam,5.58,66.8,LOW,MEDIUM,8,0.381,NO_DEPENDENCY,0.265,0
POS_0894,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewage overflow reported,standing water is not clearing,Ambattur,2.49,3.6,HIGH,HIGH,12,0.789,CAUSES,0.794,1
POS_1132,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,traffic flow is disrupted,emergency movement is delayed,Tambaram,2.51,12.3,LOW,CRITICAL,1,0.457,CAUSES,0.609,1
POS_1450,Poor Road Visibility,Safety Risk,Safety,Safety,dark road section,safety risk reported,Pallavaram,2.11,25.2,MEDIUM,MEDIUM,10,0.512,CONTRIBUTES_TO,0.636,1
NEG_1408,Traffic Congestion,Waterlogging,Traffic,Flooding,traffic is moving slowly,standing rainwater on the street,Perambur,6.04,27.3,CRITICAL,MEDIUM,11,0.364,NO_DEPENDENCY,0.301,0
POS_0016,Garbage Accumulation,Air Pollution,Waste,Environment,uncollected garbage is present,polluted air reported,Perambur,0.36,36.6,CRITICAL,MEDIUM,5,0.856,CONTRIBUTES_TO,0.754,1
NEG_0451,Street Light Failure,Emergency Response Delay,Lighting,Emergency,roadside light has failed,response time is increasing,Pallavaram,5.94,50.4,HIGH,CRITICAL,14,0.242,NO_DEPENDENCY,0.262,0
POS_0722,Waterlogging,Road Blockage,Flooding,Road,heavy waterlogging reported,traffic lane is obstructed,Guindy,0.61,1.2,MEDIUM,LOW,1,0.509,CAUSES,0.739,1
POS_1421,Street Light Failure,Poor Road Visibility,Lighting,Safety,street light is not working,visibility on road is poor,Pallavaram,3.39,5.6,MEDIUM,MEDIUM,15,0.789,CAUSES,0.739,1
NEG_1134,Air Pollution,Waterlogging,Environment,Flooding,air quality is affected,standing rainwater on the street,Velachery,6.88,67.7,CRITICAL,CRITICAL,11,0.103,NO_DEPENDENCY,0.176,0
POS_0982,Blocked Drain,Waterlogging,Drainage,Flooding,drain is clogged,standing rainwater on the street,Perambur,1.02,47.0,MEDIUM,CRITICAL,18,0.673,CAUSES,0.769,1
NEG_0375,Garbage Accumulation,Traffic Congestion,Waste,Traffic,garbage has accumulated,severe congestion reported,Sholinganallur,1.24,95.4,LOW,MEDIUM,7,0.288,NO_DEPENDENCY,0.273,0
NEG_0040,Safety Risk,Traffic Congestion,Safety,Traffic,risk to pedestrians and vehicles,severe congestion reported,Thiruvanmiyur,5.57,27.9,HIGH,MEDIUM,12,0.225,NO_DEPENDENCY,0.271,0
NEG_1031,Poor Road Visibility,Illegal Dumping,Safety,Waste,low visibility reported,garbage dumped beside road,Velachery,3.91,4.4,CRITICAL,CRITICAL,0,0.395,NO_DEPENDENCY,0.306,0
NEG_0051,Sewer Overflow,Safety Risk,Drainage,Safety,sewer line has overflowed,safety risk reported,Tambaram,2.98,44.5,LOW,LOW,0,0.319,NO_DEPENDENCY,0.264,0
NEG_0923,Garbage Accumulation,Safety Risk,Waste,Safety,uncollected garbage is present,area has become unsafe,Thiruvanmiyur,4.54,92.2,LOW,LOW,10,0.249,NO_DEPENDENCY,0.23,0
POS_0364,Pothole / Road Damage,Poor Road Visibility,Road,Safety,multiple potholes reported,drivers cannot see clearly,Thiruvanmiyur,0.54,27.8,LOW,LOW,3,0.712,CONTRIBUTES_TO,0.605,1
NEG_1269,Pothole / Road Damage,Street Light Failure,Road,Lighting,damaged road section,roadside light has failed,Royapettah,1.06,85.5,LOW,MEDIUM,6,0.314,NO_DEPENDENCY,0.287,0
POS_0183,Blocked Drain,Waterlogging,Drainage,Flooding,blocked drainage outlet,water has accumulated on the road,Guindy,2.59,9.7,CRITICAL,CRITICAL,3,0.743,CAUSES,0.808,1
POS_0986,Waterlogging,Road Blockage,Flooding,Road,road is flooded,road passage is blocked,Thiruvanmiyur,3.64,5.4,CRITICAL,LOW,20,0.794,CAUSES,0.812,1
NEG_0491,Poor Road Visibility,Blocked Drain,Safety,Drainage,drivers cannot see clearly,blocked drainage outlet,Guindy,7.87,15.6,HIGH,MEDIUM,9,0.117,NO_DEPENDENCY,0.199,0
POS_1195,Street Light Failure,Poor Road Visibility,Lighting,Safety,street light is not working,dark road section,Nungambakkam,2.8,44.1,CRITICAL,LOW,17,0.929,CAUSES,0.783,1
NEG_0270,Garbage Accumulation,Safety Risk,Waste,Safety,uncollected garbage is present,risk to pedestrians and vehicles,Mylapore,6.21,74.7,LOW,MEDIUM,10,0.035,NO_DEPENDENCY,0.155,0
NEG_0176,Pothole / Road Damage,Water Leakage,Road,Water,large pothole on the road,damaged water supply line,Mylapore,5.03,43.7,CRITICAL,CRITICAL,2,0.33,NO_DEPENDENCY,0.247,0
POS_1122,Water Leakage,Stagnant Water,Water,Public Health,continuous water leakage,stagnant water remains,Royapettah,3.86,36.1,CRITICAL,MEDIUM,3,0.452,CAUSES,0.625,1
POS_0188,Road Blockage,Traffic Congestion,Road,Traffic,road passage is blocked,traffic is moving slowly,Perambur,2.38,34.8,MEDIUM,MEDIUM,13,0.861,CAUSES,0.741,1
POS_0620,Garbage Accumulation,Air Pollution,Waste,Environment,uncollected garbage is present,polluted air reported,Thiruvanmiyur,0.96,45.7,MEDIUM,CRITICAL,14,0.462,CONTRIBUTES_TO,0.62,1
NEG_0113,Traffic Congestion,Air Pollution,Traffic,Environment,traffic is moving slowly,dust and pollution are increasing,Sholinganallur,1.9,9.0,HIGH,HIGH,9,0.307,NO_DEPENDENCY,0.351,0
POS_1176,Street Light Failure,Poor Road Visibility,Lighting,Safety,street light is not working,low visibility reported,Royapettah,1.71,16.5,LOW,MEDIUM,10,0.81,CAUSES,0.732,1
POS_1183,Illegal Dumping,Waterlogging,Waste,Flooding,garbage dumped beside road,standing rainwater on the street,Sholinganallur,3.03,46.6,MEDIUM,MEDIUM,20,0.464,CONTRIBUTES_TO,0.554,1
NEG_0885,Air Pollution,Poor Road Visibility,Environment,Safety,air quality is affected,low visibility reported,Perambur,6.56,53.6,MEDIUM,CRITICAL,1,0.036,NO_DEPENDENCY,0.123,0
NEG_1216,Sewer Overflow,Waterlogging,Drainage,Flooding,sewer water is overflowing,standing rainwater on the street,Velachery,5.34,50.8,LOW,MEDIUM,8,0.337,NO_DEPENDENCY,0.269,0
POS_0615,Pothole / Road Damage,Poor Road Visibility,Road,Safety,road surface is badly damaged,visibility on road is poor,Perambur,0.28,18.7,HIGH,HIGH,2,0.697,CONTRIBUTES_TO,0.668,1
NEG_0014,Pothole / Road Damage,Illegal Dumping,Road,Waste,large pothole on the road,waste is being dumped illegally,Guindy,5.32,3.3,MEDIUM,CRITICAL,10,0.205,NO_DEPENDENCY,0.279,0
POS_1467,Garbage Accumulation,Air Pollution,Waste,Environment,garbage has accumulated,air quality is affected,Ambattur,0.21,18.6,LOW,MEDIUM,8,0.475,CONTRIBUTES_TO,0.639,1
POS_0402,Blocked Drain,Waterlogging,Drainage,Flooding,blocked drainage outlet,heavy waterlogging reported,Nungambakkam,2.51,26.9,CRITICAL,LOW,1,0.515,CAUSES,0.735,1
POS_0995,Water Leakage,Stagnant Water,Water,Public Health,pipeline leak near street,stagnant water remains,Guindy,3.79,35.0,HIGH,LOW,13,0.878,CAUSES,0.714,1
POS_0935,Blocked Drain,Waterlogging,Drainage,Flooding,drain is clogged,water has accumulated on the road,Royapettah,1.43,42.5,MEDIUM,LOW,20,0.883,CAUSES,0.812,1
POS_0372,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewage overflow reported,water is collecting,Pallavaram,3.06,18.8,LOW,LOW,18,0.895,CAUSES,0.744,1
NEG_0423,Blocked Drain,Emergency Response Delay,Drainage,Emergency,drain is clogged,emergency movement is delayed,T Nagar,2.46,2.9,LOW,HIGH,12,0.28,NO_DEPENDENCY,0.355,0
NEG_0807,Illegal Dumping,Traffic Congestion,Waste,Traffic,garbage dumped beside road,traffic is moving slowly,Ambattur,3.91,64.6,HIGH,LOW,6,0.378,NO_DEPENDENCY,0.281,0
POS_0594,Illegal Dumping,Waterlogging,Waste,Flooding,open dumping observed,standing rainwater on the street,Adyar,2.7,29.7,CRITICAL,HIGH,7,0.483,CONTRIBUTES_TO,0.607,1
NEG_0411,Street Light Failure,Stagnant Water,Lighting,Public Health,streetlights are off,stagnant water remains,Kodambakkam,6.36,92.2,CRITICAL,LOW,15,0.112,NO_DEPENDENCY,0.186,0
POS_0727,Street Light Failure,Poor Road Visibility,Lighting,Safety,dark street due to light failure,low visibility reported,Adyar,0.32,1.4,LOW,HIGH,18,0.755,CAUSES,0.797,1
POS_0827,Road Blockage,Traffic Congestion,Road,Traffic,vehicle movement is obstructed,traffic flow is disrupted,Nungambakkam,1.36,25.9,LOW,HIGH,3,0.657,CAUSES,0.688,1
NEG_0175,Emergency Response Delay,Blocked Drain,Emergency,Drainage,emergency access is difficult,drain is clogged,Pallavaram,1.3,47.3,HIGH,MEDIUM,3,0.043,NO_DEPENDENCY,0.219,0
POS_0688,Garbage Accumulation,Air Pollution,Waste,Environment,garbage has accumulated,dust and pollution are increasing,Ambattur,0.41,37.5,HIGH,CRITICAL,14,0.711,CONTRIBUTES_TO,0.72,1
NEG_0716,Air Pollution,Blocked Drain,Environment,Drainage,polluted air reported,stormwater drain is blocked,Perambur,2.77,53.4,CRITICAL,LOW,2,0.385,NO_DEPENDENCY,0.289,0
POS_0137,Stagnant Water,Public Health Risk,Public Health,Health,water is collecting,possible health hazard,T Nagar,2.52,38.1,MEDIUM,HIGH,15,0.925,CAUSES,0.743,1
NEG_1265,Air Pollution,Poor Road Visibility,Environment,Safety,local air pollution observed,visibility on road is poor,Velachery,4.72,73.8,HIGH,CRITICAL,4,0.049,NO_DEPENDENCY,0.152,0
POS_0629,Illegal Dumping,Waterlogging,Waste,Flooding,unauthorized dumping reported,water has accumulated on the road,Velachery,1.64,16.0,MEDIUM,HIGH,7,0.772,CONTRIBUTES_TO,0.661,1
POS_0335,Blocked Drain,Waterlogging,Drainage,Flooding,blocked drainage outlet,water has accumulated on the road,Sholinganallur,1.81,42.3,CRITICAL,HIGH,2,0.816,CAUSES,0.794,1
POS_0391,Poor Road Visibility,Safety Risk,Safety,Safety,dark road section,safety risk reported,Tambaram,4.2,29.7,HIGH,LOW,16,0.801,CONTRIBUTES_TO,0.675,1
NEG_0810,Emergency Response Delay,Illegal Dumping,Emergency,Waste,emergency movement is delayed,waste is being dumped illegally,Mylapore,4.58,84.9,CRITICAL,LOW,3,0.387,NO_DEPENDENCY,0.242,0
POS_1110,Pothole / Road Damage,Poor Road Visibility,Road,Safety,road surface is badly damaged,visibility on road is poor,Guindy,1.87,21.9,CRITICAL,MEDIUM,10,0.892,CONTRIBUTES_TO,0.708,1
NEG_0238,Garbage Accumulation,Poor Road Visibility,Waste,Safety,garbage has accumulated,dark road section,Mylapore,4.37,36.0,CRITICAL,LOW,6,0.048,NO_DEPENDENCY,0.199,0
NEG_1199,Street Light Failure,Traffic Congestion,Lighting,Traffic,streetlights are off,traffic flow is disrupted,T Nagar,4.53,12.7,HIGH,LOW,15,0.436,NO_DEPENDENCY,0.377,0
POS_0711,Poor Road Visibility,Safety Risk,Safety,Safety,dark road section,safety risk reported,Mylapore,0.3,3.9,LOW,CRITICAL,13,0.955,CONTRIBUTES_TO,0.782,1
POS_1040,Illegal Dumping,Waterlogging,Waste,Flooding,open dumping observed,standing rainwater on the street,Velachery,3.08,25.4,MEDIUM,HIGH,18,0.604,CONTRIBUTES_TO,0.606,1
NEG_1215,Blocked Drain,Road Blockage,Drainage,Road,rainwater drain is not flowing,traffic lane is obstructed,Thiruvanmiyur,1.19,5.5,LOW,HIGH,9,0.117,NO_DEPENDENCY,0.308,0
NEG_0351,Blocked Drain,Public Health Risk,Drainage,Health,drain is clogged,possible health hazard,Porur,7.68,67.4,CRITICAL,HIGH,15,0.434,NO_DEPENDENCY,0.284,0
NEG_1096,Waterlogging,Public Health Risk,Flooding,Health,standing rainwater on the street,disease risk is increasing,Thiruvanmiyur,3.36,91.2,HIGH,MEDIUM,3,0.124,NO_DEPENDENCY,0.176,0
NEG_0062,Stagnant Water,Road Blockage,Public Health,Road,stagnant water remains,traffic lane is obstructed,Nungambakkam,6.11,77.9,MEDIUM,CRITICAL,2,0.272,NO_DEPENDENCY,0.185,0
NEG_1258,Safety Risk,Air Pollution,Safety,Environment,safety risk reported,dust and pollution are increasing,Sholinganallur,0.99,37.8,HIGH,HIGH,14,0.279,NO_DEPENDENCY,0.357,0
NEG_0095,Road Blockage,Safety Risk,Road,Safety,road is partially blocked,area has become unsafe,Porur,4.27,15.6,MEDIUM,MEDIUM,12,0.357,NO_DEPENDENCY,0.34,0
NEG_1251,Poor Road Visibility,Waterlogging,Safety,Flooding,visibility on road is poor,heavy waterlogging reported,Anna Nagar,6.8,45.2,LOW,MEDIUM,8,0.262,NO_DEPENDENCY,0.229,0
POS_1113,Poor Road Visibility,Safety Risk,Safety,Safety,dark road section,area has become unsafe,Nungambakkam,0.84,7.3,CRITICAL,HIGH,7,0.881,CONTRIBUTES_TO,0.809,1
POS_0466,Water Leakage,Stagnant Water,Water,Public Health,damaged water supply line,standing water is not clearing,Velachery,3.45,43.7,HIGH,HIGH,9,0.878,CAUSES,0.7,1
NEG_0061,Safety Risk,Road Blockage,Safety,Road,area has become unsafe,road passage is blocked,Velachery,5.51,95.3,LOW,LOW,1,0.165,NO_DEPENDENCY,0.142,0
POS_1224,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewage overflow reported,water is collecting,Tambaram,0.74,41.0,CRITICAL,CRITICAL,12,0.617,CAUSES,0.776,1
